lemma,enlemma,verbnoun,tier,freq_rank,zipf,raw,per_million,rank,pres6,past6,imperf6,fut_persons,n_eurfa_rows,passes_coverage
cael,get,cael,high,1,6.779,64101,6012.62,15,True,True,True,,54,True
mynd,go,mynd,high,2,6.571,39718,3725.52,23,True,True,True,,62,True
dod,come,dod,high,3,6.487,32755,3072.39,30,True,True,True,3s,80,True
gweld,see,gweld,high,4,6.391,26230,2460.35,42,True,True,True,3s,57,True
dweud,say,deud,high,5,6.363,24611,2308.49,46,True,True,True,3s,70,True
gallu,be_able,gallu,high,6,6.355,24167,2266.84,47,True,True,True,3s,60,True
rhoi,give,rhoi,high,7,6.288,20705,1942.11,53,True,True,True,3s,59,True
defnyddio,use,defnyddio,high,8,6.082,12890,1209.07,83,True,True,True,3s,51,True
meddwl,think,meddwl,high,9,6.058,12196,1143.97,90,True,True,True,3s,53,True
siarad,talk,siarad,high,10,5.953,9577,898.31,113,True,True,True,3s,63,True
edrych,look,edrych,high,11,5.943,9358,877.77,115,True,True,True,3s,54,True
gweithio,work,gweithio,high,12,5.904,8545,801.51,124,True,True,True,3s,51,True
codi,lift,codi,high,13,5.891,8286,777.22,128,True,True,True,3s,55,True
dysgu,teach,dysgu,high,14,5.876,8022,752.46,132,True,True,True,3s,56,True
gofyn,ask,gofyn,high,15,5.843,7429,696.83,145,True,True,True,3s,56,True
darllen,read,darllen,high,16,5.838,7344,688.86,149,True,True,True,3s,54,True
cofio,remember,cofio,high,17,5.834,7278,682.67,153,True,True,True,3s,52,True
dal,continue,dal,high,18,5.83,7215,676.76,157,True,True,True,3s,55,True
clywed,hear,clywed,high,19,5.812,6908,647.96,165,True,True,True,3s,56,True
cymryd,take,cymryd,high,20,5.805,6799,637.74,169,True,True,True,3s,55,True
digwydd,happen,digwydd,high,21,5.802,6753,633.43,171,True,True,True,3s,55,True
creu,create,creu,high,22,5.799,6718,630.14,174,True,True,True,3s,54,True
newid,change,newid,high,23,5.794,6632,622.08,181,True,True,True,3s,51,True
gadael,leave,gadael,high,24,5.793,6617,620.67,182,True,True,True,3s,54,True
cadw,keep,cadw,high,25,5.762,6162,577.99,192,True,True,True,3s,54,True
dangos,show,dangos,high,26,5.757,6089,571.14,194,True,True,True,3s,55,True
cynnal,support,cynnal,high,27,5.737,5824,546.29,206,True,True,True,3s,57,True
credu,believe,credu,high,28,5.715,5527,518.43,219,True,True,True,3s,56,True
dilyn,follow,dilyn,high,29,5.712,5489,514.86,222,True,True,True,3s,54,True
derbyn,receive,derbyn,high,30,5.709,5451,511.3,223,True,True,True,3s,54,True
teimlo,feel,teimlo,high,31,5.7,5347,501.54,229,True,True,True,3s,54,True
tynnu,draw,tynnu,high,32,5.676,5054,474.06,241,True,True,True,3s,57,True
troi,turn,troi,high,33,5.666,4945,463.84,242,True,True,True,3s,51,True
cyrraedd,arrive,cyrraedd,high,34,5.664,4916,461.12,243,True,True,True,3s,55,True
cyhoeddi,publish,cyhoeddi,high,35,5.662,4899,459.52,246,True,True,True,3s,54,True
ceisio,seek,ceisio,high,36,5.662,4890,458.68,247,True,True,True,3s,52,True
dechrau,begin,dechrau,high,37,5.655,4819,452.02,253,True,True,True,3s,54,True
chwilio,search,chwilio,high,38,5.653,4795,449.77,254,True,True,True,3s,51,True
cyflwyno,introduce,cyflwyno,high,39,5.648,4740,444.61,260,True,True,True,3s,54,True
cysylltu,link,cysylltu,high,40,5.647,4726,443.29,261,True,True,True,3s,54,True
helpu,help,helpu,high,41,5.643,4687,439.64,263,True,True,True,3s,54,True
sicrhau,ensure,sicrhau,high,42,5.639,4644,435.6,267,True,True,True,3s,50,True
symud,move,symud,high,43,5.629,4542,426.04,270,True,True,True,3s,55,True
meithrin,nurture,meithrin,high,44,5.615,4391,411.87,281,True,True,True,3s,54,True
hoffi,like,hoffi,high,45,5.614,4381,410.93,282,True,True,True,3s,54,True
datblygu,develop,datblygu,high,46,5.609,4332,406.34,285,True,True,True,3s,54,True
aros,wait,aros,high,47,5.602,4265,400.05,295,True,True,True,3s,52,True
deall,understand,dallt,high,48,5.592,4165,390.67,307,True,True,True,3s,57,True
peidio,stop,peidio,high,49,5.572,3976,372.95,316,True,True,True,3s,53,True
rhannu,share,rhannu,high,50,5.568,3946,370.13,319,True,True,True,3s,59,True
golygu,edit,golygu,high,51,5.556,3834,359.63,330,True,True,True,3s,54,True
cefnogi,support,cefnogi,high,52,5.549,3777,354.28,334,True,True,True,3s,54,True
colli,lose,colli,high,53,5.547,3754,352.12,337,True,True,True,3s,54,True
ystyried,consider,ystyried,high,54,5.54,3698,346.87,339,True,True,True,3s,51,True
ysgrifennu,write,ysgrifennu,high,55,5.525,3568,334.68,351,True,True,True,3s,54,True
mwynhau,enjoy,mwynhau,high,56,5.518,3516,329.8,355,True,True,True,3s,50,True
medru,be_able,medru,high,57,5.517,3506,328.86,356,True,True,True,3s,55,True
nodi,note,nodi,high,58,5.51,3453,323.89,359,True,True,True,3s,54,True
talu,pay,talu,high,59,5.5,3375,316.57,369,True,True,True,3s,56,True
parhau,continue,parhau,high,60,5.497,3350,314.23,372,True,True,True,3s,51,True
torri,break,torri,high,61,5.495,3333,312.63,375,True,True,True,3s,56,True
arwain,lead,arwain,high,62,5.474,3172,297.53,394,True,True,True,3s,52,True
cerdded,walk,cerdded,high,63,5.473,3167,297.06,395,True,True,True,3s,54,True
trefnu,arrange,trefnu,high,64,5.468,3133,293.87,400,True,True,True,3s,55,True
agor,open,agor,high,65,5.465,3109,291.62,406,True,True,True,3s,55,True
gobeithio,hope,gobeithio,high,66,5.453,3023,283.55,415,True,True,True,3s,51,True
prynu,buy,prynu,high,67,5.453,3023,283.55,416,True,True,True,3s,59,True
penderfynu,decide,penderfynu,high,68,5.452,3021,283.37,417,True,True,True,3s,54,True
ymuno,join,ymuno,high,69,5.446,2977,279.24,420,True,True,True,3s,54,True
sefydlu,establish,sefydlu,high,70,5.445,2967,278.3,422,True,True,True,3s,54,True
ymweld,visit,ymweld,high,71,5.429,2862,268.45,432,True,True,True,3s,51,True
gosod,place,gosod,high,72,5.419,2799,262.54,440,True,True,True,3s,54,True
adnabod,know,adnabod,high,73,5.418,2791,261.79,443,True,True,True,,104,True
galw,call,galw,high,74,5.416,2781,260.86,445,True,True,True,3s,52,True
cynhyrchu,produce,cynhyrchu,high,75,5.414,2766,259.45,448,True,True,True,3s,51,True
dathlu,celebrate,dathlu,high,76,5.406,2717,254.85,461,True,True,True,3s,58,True
cytuno,agree,cytuno,high,77,5.406,2716,254.76,463,True,True,True,3s,54,True
cyfieithu,translate,cyfieithu,high,78,5.404,2705,253.73,466,True,True,True,3s,54,True
anfon,send,anfon,high,79,5.4,2676,251.01,469,True,True,True,3s,55,True
ymddangos,appear,ymddangos,high,80,5.382,2570,241.06,489,True,True,True,3s,54,True
bwyta,eat,bwyta,high,81,5.379,2553,239.47,493,True,True,True,3s,52,True
gwrando,listen,gwrando,high,82,5.378,2545,238.72,494,True,True,True,3s,55,True
rhedeg,run,rhedeg,high,83,5.367,2481,232.72,508,True,True,True,3s,56,True
darparu,provide,darparu,high,84,5.366,2474,232.06,510,True,True,True,3s,59,True
cau,close,cau,high,85,5.363,2462,230.93,514,True,True,True,3s,51,True
rheoli,manage,rheoli,high,86,5.362,2453,230.09,515,True,True,True,3s,54,True
gweithredu,operate,gweithredu,high,87,5.361,2448,229.62,516,True,True,True,3s,56,True
casglu,collect,casglu,high,88,5.358,2430,227.93,519,True,True,True,3s,55,True
sefyll,stand,sefyll,high,89,5.355,2415,226.52,522,True,True,True,3s,58,True
methu,fail,methu,high,90,5.351,2392,224.37,526,True,True,True,3s,54,True
adeiladu,build,adeiladu,high,91,5.35,2385,223.71,528,True,True,True,3s,54,True
llwyddo,succeed,llwyddo,high,92,5.346,2367,222.02,532,True,True,True,3s,54,True
gwylio,watch,gwylio,high,93,5.343,2351,220.52,536,True,True,True,3s,51,True
teithio,travel,teithio,high,94,5.341,2340,219.49,540,True,True,True,3s,51,True
tyfu,grow,tyfu,high,95,5.334,2303,216.02,550,True,True,True,3s,55,True
paratoi,prepare,paratoi,high,96,5.333,2296,215.36,555,True,True,True,3s,51,True
ychwanegu,add,ychwanegu,high,97,5.328,2271,213.02,560,True,True,True,3s,54,True
eistedd,sit,eistedd,high,98,5.316,2206,206.92,570,True,True,True,3s,54,True
rhoddi,give,rhoddi,high,99,5.301,2132,199.98,583,True,True,True,3s,53,True
cyfrannu,contribute,cyfrannu,high,100,5.301,2131,199.89,584,True,True,True,3s,55,True
cyfeirio,direct,cyfeirio,high,101,5.281,2036,190.98,597,True,True,True,3s,51,True
gwella,improve,gwella,high,102,5.277,2016,189.1,601,True,True,True,3s,54,True
awgrymu,suggest,awgrymu,high,103,5.276,2013,188.82,603,True,True,True,3s,54,True
sôn,mention,sôn,high,104,5.273,1997,187.32,608,True,True,True,3s,51,True
chwerthin,laugh,chwerthin,high,105,5.264,1958,183.66,622,True,True,True,3s,55,True
gwerthu,sell,gwerthu,high,106,5.264,1957,183.56,623,True,True,True,3s,54,True
lladd,kill,lladd,high,107,5.263,1953,183.19,625,True,True,True,3s,58,True
sgwennu,write,sgwennu,high,108,5.262,1950,182.91,626,True,True,True,3s,54,True
cofnodi,record,cofnodi,high,109,5.233,1823,171.0,660,True,True,True,3s,54,True
cynllunio,plan,cynllunio,high,110,5.22,1769,165.93,676,True,True,True,3s,51,True
gyrru,drive,gyrru,high,111,5.214,1747,163.87,684,True,True,True,3s,51,True
wynebu,face,wynebu,high,112,5.211,1732,162.46,692,True,True,True,3s,54,True
tewi,keep_silent,tewi,high,113,5.203,1703,159.74,703,True,True,True,3s,54,True
diogelu,protect,diogelu,high,114,5.195,1671,156.74,713,True,True,True,3s,54,True
hyrwyddo,facilitate,hyrwyddo,high,115,5.194,1665,156.18,715,True,True,True,3s,54,True
profi,examine,profi,high,116,5.19,1652,154.96,725,True,True,True,3s,111,True
licio,like,licio,high,117,5.19,1651,154.86,726,True,True,True,3s,51,True
dewis,choose,dewis,high,118,5.189,1649,154.67,728,True,True,True,3s,57,True
coginio,cook,coginio,high,119,5.189,1646,154.39,730,True,True,True,3s,51,True
mynnu,insist,mynnu,high,120,5.184,1627,152.61,735,True,True,True,3s,56,True
cyflawni,accomplish,cyflawni,high,121,5.178,1608,150.83,747,True,True,True,3s,54,True
sylweddoli,realise,sylweddoli,high,122,5.178,1607,150.74,748,True,True,True,3s,54,True
treulio,digest,treulio,high,123,5.173,1587,148.86,761,True,True,True,3s,102,True
disgrifio,describe,disgrifio,high,124,5.173,1586,148.77,763,True,True,True,3s,51,True
gwisgo,dress,gwisgo,high,125,5.168,1569,147.17,773,True,True,True,3s,54,True
disgwyl,expect,disgwyl,high,126,5.165,1557,146.05,776,True,True,True,3s,53,True
caniatáu,allow,caniatáu,high,127,5.164,1554,145.76,777,True,True,True,3s,51,True
dychwelyd,return,dychwelyd,high,128,5.16,1542,144.64,783,True,True,True,3s,55,True
astudio,study,astudio,high,129,5.157,1530,143.51,788,True,True,True,3s,51,True
gorffen,complete,gorffen,high,130,5.156,1526,143.14,792,True,True,True,3s,56,True
poeni,worry,poeni,high,131,5.15,1505,141.17,797,True,True,True,3s,54,True
hybu,promote,hybu,high,132,5.143,1483,139.1,805,True,True,True,3s,54,True
holi,ask,holi,high,133,5.143,1481,138.92,806,True,True,True,3s,54,True
adrodd,recite,adrodd,high,134,5.14,1472,138.07,809,True,True,True,3s,55,True
esbonio,explain,esbonio,high,135,5.138,1465,137.42,813,True,True,True,3s,51,True
cymharu,compare,cymharu,high,136,5.137,1463,137.23,814,True,True,True,3s,55,True
trin,treat,trin,high,137,5.137,1461,137.04,816,True,True,True,3s,51,True
cofrestru,register,cofrestru,high,138,5.137,1460,136.95,817,True,True,True,3s,54,True
cynnwys,contain,cynnwys,high,139,5.13,1437,134.79,828,True,True,True,3s,51,True
ffonio,phone,ffonio,high,140,5.123,1414,132.63,840,True,True,True,3s,52,True
cynyddu,increase,cynyddu,high,141,5.114,1386,130.01,852,True,True,True,3s,54,True
anghofio,forget,anghofio,high,142,5.106,1361,127.66,861,True,True,True,3s,51,True
llenwi,fill,llenwi,high,143,5.105,1357,127.29,862,True,True,True,3s,56,True
cynnig,offer,cynnig,high,144,5.103,1353,126.91,864,True,True,True,3s,51,True
caru,love,caru,high,145,5.103,1352,126.82,865,True,True,True,3s,55,True
canolbwyntio,concentrate,canolbwyntio,high,146,5.099,1339,125.6,873,True,True,True,3s,51,True
llunio,form,llunio,high,147,5.094,1323,124.1,880,True,True,True,3s,53,True
bathu,coin,bathu,high,148,5.087,1303,122.22,889,True,True,True,3s,54,True
trafod,discuss,trafod,high,149,5.085,1297,121.66,891,True,True,True,3s,54,True
gwasanaethu,serve,gwasanaethu,high,150,5.083,1291,121.09,896,True,True,True,3s,54,True
clicio,click,clicio,high,151,5.081,1286,120.63,898,True,True,True,3s,51,True
canu,sing,canu,high,152,5.073,1260,118.19,914,True,True,True,3s,60,True
chwarae,play,chwarae,high,153,5.068,1246,116.87,919,True,True,True,3s,56,True
rhyddhau,release,rhyddhau,high,154,5.061,1228,115.19,926,True,True,True,3s,50,True
cysgu,sleep,cysgu,high,155,5.06,1225,114.9,927,True,True,True,3s,54,True
darlledu,broadcast,darlledu,high,156,5.06,1225,114.9,928,True,True,True,3s,54,True
croesawu,welcome,croesawu,high,157,5.06,1223,114.72,930,True,True,True,3s,59,True
perfformio,perform,perfformio,high,158,5.057,1216,114.06,933,True,True,True,3s,51,True
cychwyn,start,cychwyn,high,159,5.05,1196,112.18,944,True,True,True,3s,56,True
cario,carry,cario,high,160,5.048,1191,111.71,947,True,True,True,3s,51,True
magu,rear,magu,high,161,5.043,1178,110.5,953,True,True,True,3s,60,True
achub,save,achub,high,162,5.041,1172,109.93,959,True,True,True,3s,55,True
bodoli,exist,bodoli,high,163,5.04,1168,109.56,962,True,True,True,3s,54,True
ennill,win,ennill,high,164,5.037,1162,108.99,967,True,True,True,3s,54,True
amddiffyn,defend,amddiffyn,high,165,5.036,1158,108.62,968,True,True,True,3s,55,True
arfer,use,arfer,high,166,5.028,1138,106.74,990,True,True,True,3s,54,True
gorfodi,compel,gorfodi,high,167,5.021,1120,105.06,1002,True,True,True,3s,55,True
dibynnu,depend,dibynnu,high,168,5.021,1119,104.96,1003,True,True,True,3s,54,True
ateb,answer,ateb,high,169,5.018,1112,104.3,1008,True,True,True,3s,56,True
pleidleisio,vote,pleidleisio,high,170,5.016,1107,103.84,1009,True,True,True,3s,51,True
trosglwyddo,transfer,trosglwyddo,high,171,5.015,1104,103.55,1011,True,True,True,3s,54,True
cyfrif,count,cyfrif,high,172,5.012,1096,102.8,1018,True,True,True,3s,55,True
neidio,jump,neidio,high,173,5.012,1095,102.71,1020,True,True,True,3s,53,True
effeithio,effect,effeithio,high,174,5.011,1093,102.52,1021,True,True,True,3s,51,True
cystadlu,compete,cystadlu,high,175,5.009,1089,102.15,1025,True,True,True,,42,True
sgwrsio,chat,sgwrsio,high,176,5.009,1089,102.15,1024,True,True,True,3s,51,True
bwrw,strike,bwrw,high,177,5.003,1074,100.74,1039,True,True,True,3s,54,True
osgoi,avoid,osgoi,high,178,5.003,1074,100.74,1037,True,True,True,3s,51,True
ffeindio,find,ffeindio,high,179,5.001,1069,100.27,1044,True,True,True,3s,51,True
archwilio,inspect,archwilio,high,180,5.001,1068,100.18,1046,True,True,True,3s,52,True
cynrychioli,represent,cynrychioli,high,181,5.001,1068,100.18,1047,True,True,True,3s,54,True
dwyn,take,dwyn,high,182,4.988,1037,97.27,1063,True,True,True,3s,54,True
denu,attract,denu,high,183,4.986,1032,96.8,1066,True,True,True,3s,54,True
ffurfio,form,ffurfio,high,184,4.98,1019,95.58,1076,True,True,True,3s,51,True
recordio,record,recordio,high,185,4.979,1015,95.21,1079,True,True,True,3s,51,True
hacio,hack,hacio,high,186,4.977,1011,94.83,1082,True,True,True,3s,51,True
diddymu,abolish,diddymu,high,187,4.973,1003,94.08,1091,True,True,True,3s,55,True
diflannu,disappear,diflannu,high,188,4.973,1003,94.08,1090,True,True,True,3s,54,True
dymuno,wish_to,dymuno,high,189,4.967,988,92.67,1105,True,True,True,3s,54,True
mynychu,frequent,mynychu,high,190,4.96,972,91.17,1121,True,True,True,3s,55,True
cydymffurfio,conform,cydymffurfio,high,191,4.959,971,91.08,1122,True,True,True,3s,52,True
addysgu,educate,addysgu,high,192,4.959,970,90.99,1125,True,True,True,3s,54,True
llyfu,lick,llyfu,high,193,4.955,961,90.14,1134,True,True,True,3s,56,True
atal,prevent,atal,high,194,4.95,951,89.2,1138,True,True,True,3s,56,True
stopio,stop,stopio,high,195,4.949,948,88.92,1142,True,True,True,3s,51,True
siopa,shop,siopa,high,196,4.947,943,88.45,1148,True,True,True,3s,54,True
taflu,throw,taflu,high,197,4.945,939,88.08,1155,True,True,True,3s,56,True
archebu,order,archebu,high,198,4.944,937,87.89,1159,True,True,True,3s,54,True
gwenu,smile,gwenu,high,199,4.943,934,87.61,1162,True,True,True,3s,54,True
cwblhau,complete,cwblhau,high,200,4.941,930,87.23,1168,True,True,True,3s,50,True
lansio,launch,lansio,high,201,4.94,929,87.14,1170,True,True,True,3s,51,True
achosi,cause,achosi,high,202,4.938,925,86.76,1172,True,True,True,3s,54,True
hyfforddi,train,hyfforddi,high,203,4.933,914,85.73,1180,True,True,True,3s,54,True
galluogi,enable,galluogi,high,204,4.924,896,84.04,1192,True,True,True,3s,54,True
cyfleu,imply,cyfleu,high,205,4.924,894,83.86,1196,True,True,True,3s,52,True
bwriadu,intend,bwriadu,high,206,4.919,884,82.92,1207,True,True,True,3s,58,True
cyfathrebu,communicate,cyfathrebu,high,207,4.917,881,82.64,1210,True,True,True,3s,54,True
gwarchod,protect,gwarchod,high,208,4.906,859,80.57,1233,True,True,True,3s,56,True
pasio,pass,pasio,high,209,4.905,856,80.29,1237,True,True,True,3s,52,True
cynghori,advise,cynghori,high,210,4.904,855,80.2,1238,True,True,True,3s,51,True
pwyso,weigh,pwyso,high,211,4.904,855,80.2,1241,True,True,True,3s,54,True
delio,deal,delio,high,212,4.902,850,79.73,1245,True,True,True,3s,51,True
croesi,cross,croesi,high,213,4.897,841,78.89,1252,True,True,True,3s,54,True
dawnsio,dance,dawnsio,high,214,4.897,841,78.89,1253,True,True,True,3s,51,True
gwario,spend,gwario,high,215,4.897,841,78.89,1254,True,True,True,3s,51,True
dychmygu,imagine,dychmygu,high,216,4.896,839,78.7,1259,True,True,True,3s,55,True
egluro,explain,egluro,high,217,4.895,838,78.6,1261,True,True,True,3s,54,True
dileu,delete,dileu,high,218,4.894,835,78.32,1268,True,True,True,3s,54,True
addasu,adapt,addasu,high,219,4.891,829,77.76,1273,True,True,True,3s,52,True
cuddio,hide,cuddio,high,220,4.891,829,77.76,1274,True,True,True,3s,51,True
adlewyrchu,reflect,adlewyrchu,high,221,4.89,827,77.57,1275,True,True,True,3s,54,True
priodi,marry,priodi,high,222,4.888,823,77.2,1278,True,True,True,3s,54,True
cadarnhau,confirm,cadarnhau,high,223,4.887,821,77.01,1284,True,True,True,3s,50,True
cyflogi,employ,cyflogi,high,224,4.882,812,76.16,1297,True,True,True,3s,54,True
dadansoddi,analyse,dadansoddi,high,225,4.882,812,76.16,1298,True,True,True,3s,54,True
elwa,profit,elwa,high,226,4.882,812,76.16,1296,True,True,True,3s,54,True
adolygu,review,adolygu,high,227,4.881,811,76.07,1300,True,True,True,3s,54,True
lleihau,diminish,lleihau,high,228,4.878,805,75.51,1304,True,True,True,3s,53,True
gofalu,take_care,gofalu,high,229,4.876,802,75.23,1307,True,True,True,3s,58,True
gweiddi,shout,gweiddi,high,230,4.876,801,75.13,1308,True,True,True,3s,52,True
marchnata,trade,marchnata,high,231,4.874,797,74.76,1313,True,True,True,,42,True
yfed,drink,yfed,high,232,4.873,796,74.66,1317,True,True,True,3s,54,True
hysbysebu,advertise,hysbysebu,high,233,4.872,794,74.48,1318,True,True,True,3s,54,True
mentro,venture,mentro,high,234,4.872,794,74.48,1319,True,True,True,3s,54,True
datgelu,reveal,datgelu,high,235,4.871,793,74.38,1321,True,True,True,3s,54,True
sïo,buzz,sïo,high,236,4.871,793,74.38,1322,True,True,True,3s,51,True
mynegi,express,mynegi,high,237,4.87,791,74.2,1327,True,True,True,3s,54,True
ymestyn,extend,ymestyn,high,238,4.864,779,73.07,1340,True,True,True,3s,55,True
cwyno,complain,cwyno,high,239,4.863,777,72.88,1345,True,True,True,3s,54,True
pori,graze,pori,high,240,4.863,777,72.88,1342,True,True,True,3s,55,True
dringo,climb,dringo,high,241,4.858,769,72.13,1354,True,True,True,3s,54,True
cydweithio,work_together,cydweithio,high,242,4.852,758,71.1,1366,True,True,True,3s,51,True
datganoli,decentralise,datganoli,high,243,4.85,755,70.82,1372,True,True,True,3s,54,True
gwthio,shove,gwthio,high,244,4.848,752,70.54,1375,True,True,True,3s,51,True
camu,step,camu,high,245,4.84,737,69.13,1392,True,True,True,3s,60,True
golchi,wash,golchi,high,246,4.837,732,68.66,1398,True,True,True,3s,55,True
swnio,sound,swnio,high,247,4.832,724,67.91,1405,True,True,True,3s,51,True
glynu,adhere,glynu,high,248,4.824,711,66.69,1414,True,True,True,3s,56,True
herio,challenge,herio,high,249,4.823,709,66.5,1420,True,True,True,3s,51,True
ymchwilio,investigate,ymchwilio,high,250,4.822,707,66.32,1423,True,True,True,3s,51,True
prosesu,process,prosesu,high,251,4.817,700,65.66,1437,True,True,True,3s,54,True
llifo,flow,llifo,high,252,4.817,699,65.57,1438,True,True,True,3s,108,True
llwytho,load,llwytho,high,253,4.814,695,65.19,1441,True,True,True,3s,54,True
crwydro,wander,crwydro,high,254,4.814,694,65.1,1443,True,True,True,3s,54,True
hedfan,fly,hedfan,high,255,4.812,691,64.82,1450,True,True,True,3s,54,True
disgyn,descend,disgyn,high,256,4.809,686,64.35,1458,True,True,True,3s,53,True
pwysleisio,emphasise,pwysleisio,high,257,4.804,679,63.69,1467,True,True,True,3s,54,True
para,last,para,high,258,4.803,677,63.5,1471,True,True,True,3s,53,True
arddangos,display,arddangos,high,259,4.802,676,63.41,1475,True,True,True,3s,56,True
tasu,stack,tasu,high,260,4.793,662,62.1,1493,True,True,True,3s,54,True
dioddef,suffer,dioddef,high,261,4.789,656,61.53,1501,True,True,True,3s,54,True
pesychu,cough,pesychu,high,262,4.786,652,61.16,1506,True,True,True,3s,54,True
honni,claim,honni,high,263,4.784,649,60.88,1507,True,True,True,3s,51,True
anwybyddu,ignore,anwybyddu,high,264,4.78,642,60.22,1516,True,True,True,3s,54,True
teledu,televise,teledu,high,265,4.779,641,60.13,1517,True,True,True,3s,54,True
cloi,lock,cloi,high,266,4.778,640,60.03,1519,True,True,True,3s,52,True
bario,bar,bario,high,267,4.778,639,59.94,1522,True,True,True,3s,51,True
lleoli,locate,lleoli,high,268,4.778,639,59.94,1521,True,True,True,3s,54,True
parcio,park,parcio,high,269,4.777,638,59.84,1525,True,True,True,3s,51,True
datgan,declare,datgan,high,270,4.772,630,59.09,1540,True,True,True,3s,58,True
malu,grind,malu,high,271,4.768,625,58.62,1546,True,True,True,3s,60,True
diweddaru,update,diweddaru,high,272,4.767,623,58.44,1548,True,True,True,3s,58,True
enwi,name,enwi,high,273,4.764,619,58.06,1556,True,True,True,3s,54,True
nofio,swim,nofio,high,274,4.764,619,58.06,1557,True,True,True,3s,52,True
buddsoddi,invest,buddsoddi,high,275,4.762,617,57.87,1558,True,True,True,3s,54,True
brwydro,fight,brwydro,high,276,4.762,616,57.78,1560,True,True,True,3s,54,True
cymysgu,mix,cymysgu,high,277,4.761,615,57.69,1561,True,True,True,3s,54,True
cwympo,fall,cwympo,high,278,4.76,613,57.5,1564,True,True,True,3s,54,True
beirniadu,criticise,beirniadu,high,279,4.758,610,57.22,1568,True,True,True,3s,56,True
dosbarthu,distribute,dosbarthu,high,280,4.757,609,57.12,1569,True,True,True,3s,58,True
gwerthfawrogi,appreciate,gwerthfawrogi,high,281,4.753,604,56.65,1580,True,True,True,3s,54,True
curo,beat,curo,high,282,4.753,603,56.56,1583,True,True,True,3s,54,True
tueddu,tend_to,tueddu,high,283,4.753,603,56.56,1585,True,True,True,3s,54,True
diffinio,define,diffinio,high,284,4.752,602,56.47,1590,True,True,True,3s,51,True
claddu,bury,claddu,high,285,4.743,590,55.34,1608,True,True,True,3s,55,True
ysbrydoli,inspire,ysbrydoli,high,286,4.743,590,55.34,1607,True,True,True,3s,54,True
llechu,hide,llechu,high,287,4.742,589,55.25,1610,True,True,True,3s,54,True
ffermio,farm,ffermio,high,288,4.742,588,55.15,1615,True,True,True,3s,51,True
ariannu,finance,ariannu,high,289,4.741,587,55.06,1616,True,True,True,3s,59,True
clirio,clear,clirio,high,290,4.739,585,54.87,1618,True,True,True,3s,51,True
dianc,escape,dianc,high,291,4.739,584,54.78,1622,True,True,True,3s,58,True
anelu,aim,anelu,high,292,4.737,582,54.59,1624,True,True,True,3s,54,True
dotio,dote,dotio,high,293,4.727,569,53.37,1645,True,True,True,3s,51,True
gwasgu,squeeze,gwasgu,high,294,4.727,568,53.28,1647,True,True,True,3s,58,True
cymdeithasu,associate,cymdeithasu,high,295,4.717,556,52.15,1660,True,True,True,3s,54,True
dylanwadu,influence,dylanwadu,high,296,4.717,556,52.15,1662,True,True,True,3s,54,True
annog,urge,annog,high,297,4.715,553,51.87,1665,True,True,True,3s,54,True
datrys,solve,datrys,high,298,4.715,553,51.87,1664,True,True,True,,42,True
ymddeol,retire,ymddeol,high,299,4.707,543,50.93,1680,True,True,True,3s,54,True
noddi,patronise,noddi,high,300,4.705,540,50.65,1686,True,True,True,3s,55,True
penodi,appoint,penodi,high,301,4.705,540,50.65,1687,True,True,True,3s,55,True
mabwysiadu,adopt,mabwysiadu,high,302,4.701,536,50.28,1695,True,True,True,3s,58,True
manteisio,benefit,manteisio,high,303,4.701,535,50.18,1698,True,True,True,3s,51,True
chwalu,scatter,chwalu,high,304,4.698,532,49.9,1711,True,True,True,3s,63,True
oedi,pause,oedi,high,305,4.696,530,49.71,1717,True,True,True,3s,54,True
cynorthwyo,support,cynorthwyo,high,306,4.69,522,48.96,1727,True,True,True,3s,54,True
meddiannu,possess,meddiannu,high,307,4.684,515,48.31,1739,True,True,True,3s,58,True
dehongli,interpret,dehongli,high,308,4.683,514,48.21,1741,True,True,True,3s,54,True
synnu,astonish,synnu,high,309,4.681,511,47.93,1749,True,True,True,3s,51,True
haeddu,deserve,haeddu,high,310,4.68,510,47.84,1752,True,True,True,3s,54,True
llosgi,burn,llosgi,high,311,4.68,510,47.84,1755,True,True,True,3s,55,True
postio,post,postio,high,312,4.68,510,47.84,1751,True,True,True,3s,51,True
uno,unite,uno,high,313,4.679,509,47.74,1759,True,True,True,3s,54,True
allforio,export,allforio,high,314,4.676,506,47.46,1764,True,True,True,3s,51,True
syllu,stare,syllu,high,315,4.675,504,47.27,1771,True,True,True,3s,54,True
syrthio,fall,syrthio,high,316,4.675,504,47.27,1767,True,True,True,3s,51,True
gorwedd,lie_down,gorwedd,high,317,4.672,501,46.99,1777,True,True,True,3s,56,True
blasu,taste,blasu,high,318,4.671,500,46.9,1780,True,True,True,3s,54,True
peri,cause,peri,high,319,4.669,498,46.71,1783,True,True,True,3s,51,True
apelio,appeal,apelio,high,320,4.669,497,46.62,1788,True,True,True,3s,51,True
ymlacio,relax,ymlacio,high,321,4.669,497,46.62,1786,True,True,True,3s,51,True
ehangu,expand,ehangu,high,322,4.668,496,46.52,1790,True,True,True,3s,56,True
asesu,assess,asesu,high,323,4.667,495,46.43,1791,True,True,True,3s,54,True
sonio,mention,sonio,high,324,4.667,495,46.43,1793,True,True,True,3s,51,True
