lemma,enlemma,verbnoun,tier,freq_rank,zipf,raw,per_million,rank,pres6,past6,imperf6,fut_persons,n_eurfa_rows,passes_coverage
sawru,smell,sawru,low,1910,2.875,8,0.75,10951,True,True,True,3s,56,True
segura,idle,segura,low,1911,2.875,8,0.75,11048,True,True,True,3s,54,True
sennu,taunt,sennu,low,1912,2.875,8,0.75,10819,True,True,True,3s,54,True
smyglo,smuggle,smyglo,low,1913,2.875,8,0.75,10919,True,True,True,3s,54,True
staeno,stain,staeno,low,1914,2.875,8,0.75,10782,True,True,True,3s,54,True
sychedu,thirst,sychedu,low,1915,2.875,8,0.75,11026,True,True,True,3s,54,True
teneuo,slim,teneuo,low,1916,2.875,8,0.75,10836,True,True,True,3s,54,True
treinio,train,treinio,low,1917,2.875,8,0.75,11067,True,True,True,3s,51,True
tresbasu,trespass,tresbasu,low,1918,2.875,8,0.75,11018,True,True,True,3s,54,True
wincian,wink,wincian,low,1919,2.875,8,0.75,11094,True,True,True,3s,51,True
ymgeleddu,succour,ymgeleddu,low,1920,2.875,8,0.75,10774,True,True,True,3s,54,True
ymlynu,pursue,ymlynu,low,1921,2.875,8,0.75,11057,True,True,True,3s,54,True
ymsythu,swagger,ymsythu,low,1922,2.875,8,0.75,10909,True,True,True,3s,54,True
ysbïo,look,ysbïo,low,1923,2.875,8,0.75,11032,True,True,True,3s,51,True
adlamu,rebound,adlamu,low,1924,2.82,7,0.66,11497,True,True,True,3s,59,True
afradu,spoil,afradu,low,1925,2.82,7,0.66,11326,True,True,True,3s,52,True
ailfeddiannu,repossess,ailfeddiannu,low,1926,2.82,7,0.66,11172,True,True,True,3s,58,True
barbio,clip_hedge,barbio,low,1927,2.82,7,0.66,11353,True,True,True,3s,51,True
bricio,brick,bricio,low,1928,2.82,7,0.66,11188,True,True,True,3s,51,True
cilwenu,smirk,cilwenu,low,1929,2.82,7,0.66,11533,True,True,True,3s,54,True
clemio,patch,clemio,low,1930,2.82,7,0.66,11186,True,True,True,3s,51,True
cnulio,clamour,cnulio,low,1931,2.82,7,0.66,11487,True,True,True,3s,51,True
corffori,embody,corffori,low,1932,2.82,7,0.66,11270,True,True,True,3s,54,True
corlannu,pen,corlannu,low,1933,2.82,7,0.66,11373,True,True,True,3s,61,True
crino,wither,crino,low,1934,2.82,7,0.66,11528,True,True,True,3s,54,True
cydolygu,edit_jointly,cydolygu,low,1935,2.82,7,0.66,11428,True,True,True,3s,54,True
cyfeiriannu,orienteer,cyfeiriannu,low,1936,2.82,7,0.66,11126,True,True,True,3s,54,True
cyplu,couple,cyplu,low,1937,2.82,7,0.66,11507,True,True,True,3s,54,True
cystwyo,chastise,cystwyo,low,1938,2.82,7,0.66,11371,True,True,True,3s,54,True
cythru,rush,cythru,low,1939,2.82,7,0.66,11532,True,True,True,3s,54,True
dadflino,refresh,dadflino,low,1940,2.82,7,0.66,11235,True,True,True,3s,54,True
dadwisgo,undress,dadwisgo,low,1941,2.82,7,0.66,11379,True,True,True,3s,54,True
democrateiddio,democratise,democrateiddio,low,1942,2.82,7,0.66,11346,True,True,True,3s,51,True
dipo,dip,dipo,low,1943,2.82,7,0.66,11452,True,True,True,3s,54,True
dirgrynu,vibrate,dirgrynu,low,1944,2.82,7,0.66,11494,True,True,True,3s,54,True
donio,endow,donio,low,1945,2.82,7,0.66,11342,True,True,True,3s,51,True
dreflu,drivel,dreflu,low,1946,2.82,7,0.66,11110,True,True,True,3s,54,True
drifftio,drift,drifftio,low,1947,2.82,7,0.66,11425,True,True,True,3s,51,True
drygu,wrong,drygu,low,1948,2.82,7,0.66,11486,True,True,True,3s,54,True
dwyso,compress,dwyso,low,1949,2.82,7,0.66,11147,True,True,True,3s,54,True
dyblo,double,dyblo,low,1950,2.82,7,0.66,11337,True,True,True,3s,54,True
dyhuddo,appease,dyhuddo,low,1951,2.82,7,0.66,11478,True,True,True,3s,54,True
dylifo,flow,dylifo,low,1952,2.82,7,0.66,11394,True,True,True,3s,54,True
eidduno,beseech,eidduno,low,1953,2.82,7,0.66,11455,True,True,True,3s,54,True
eirioli,implore,eirioli,low,1954,2.82,7,0.66,11304,True,True,True,3s,54,True
encil,retreat,encil,low,1955,2.82,7,0.66,11209,True,True,True,3s,51,True
fflangellu,scourge,fflangellu,low,1956,2.82,7,0.66,11310,True,True,True,3s,54,True
fflatio,flatten,fflatio,low,1957,2.82,7,0.66,11499,True,True,True,3s,51,True
glastwreiddio,dilute,glastwreiddio,low,1958,2.82,7,0.66,11141,True,True,True,3s,51,True
godinebu,fornicate,godinebu,low,1959,2.82,7,0.66,11374,True,True,True,3s,54,True
gorlwytho,overload,gorlwytho,low,1960,2.82,7,0.66,11204,True,True,True,3s,54,True
hedo,fly,hedo,low,1961,2.82,7,0.66,11505,True,True,True,3s,54,True
hwtian,hoot,hwtian,low,1962,2.82,7,0.66,11265,True,True,True,3s,51,True
lasio,lash,lasio,low,1963,2.82,7,0.66,11476,True,True,True,3s,51,True
llocio,pen,llocio,low,1964,2.82,7,0.66,11434,True,True,True,3s,51,True
llwya,spoon,llwya,low,1965,2.82,7,0.66,11191,True,True,True,3s,54,True
llyfnhau,level,llyfnhau,low,1966,2.82,7,0.66,11253,True,True,True,3s,50,True
mwydo,steep,mwydo,low,1967,2.82,7,0.66,11189,True,True,True,3s,54,True
pedlera,peddle,pedlera,low,1968,2.82,7,0.66,11168,True,True,True,3s,54,True
peillio,pollinate,peillio,low,1969,2.82,7,0.66,11156,True,True,True,3s,51,True
plaenio,plane,plaenio,low,1970,2.82,7,0.66,11392,True,True,True,3s,51,True
planta,beget,planta,low,1971,2.82,7,0.66,11418,True,True,True,3s,54,True
potio,tipple,potio,low,1972,2.82,7,0.66,11491,True,True,True,3s,51,True
rheiddio,radiate,rheiddio,low,1973,2.82,7,0.66,11301,True,True,True,3s,51,True
sbeitio,spite,sbeitio,low,1974,2.82,7,0.66,11120,True,True,True,3s,51,True
sgriblan,scribble,sgriblan,low,1975,2.82,7,0.66,11215,True,True,True,3s,54,True
sirioli,gladden,sirioli,low,1976,2.82,7,0.66,11290,True,True,True,3s,54,True
swcro,give_refuge,swcro,low,1977,2.82,7,0.66,11139,True,True,True,3s,54,True
tewychu,fatten,tewychu,low,1978,2.82,7,0.66,11192,True,True,True,3s,54,True
tirlunio,landscape,tirlunio,low,1979,2.82,7,0.66,11231,True,True,True,3s,51,True
tolli,charge_a toll,tolli,low,1980,2.82,7,0.66,11480,True,True,True,3s,54,True
trolio,cart,trolio,low,1981,2.82,7,0.66,11273,True,True,True,3s,51,True
trwyno,nose,trwyno,low,1982,2.82,7,0.66,11481,True,True,True,3s,54,True
ymdreiddio,pervade,ymdreiddio,low,1983,2.82,7,0.66,11140,True,True,True,3s,51,True
ymdroi,loiter,ymdroi,low,1984,2.82,7,0.66,11313,True,True,True,3s,51,True
ymdrybaeddu,wallow,ymdrybaeddu,low,1985,2.82,7,0.66,11284,True,True,True,3s,55,True
ymgomio,converse,ymgomio,low,1986,2.82,7,0.66,11340,True,True,True,3s,51,True
ymgyfoethogi,enrich_oneself,ymgyfoethogi,low,1987,2.82,7,0.66,11442,True,True,True,3s,54,True
ymgysegru,devote_oneself,ymgysegru,low,1988,2.82,7,0.66,11345,True,True,True,3s,54,True
ymochel,avoid,ymochel,low,1989,2.82,7,0.66,11236,True,True,True,3s,54,True
ymollwng,collapse,ymollwng,low,1990,2.82,7,0.66,11523,True,True,True,3s,54,True
ymyrru,interfere,ymyrru,low,1991,2.82,7,0.66,11228,True,True,True,3s,55,True
addef,admit,addef,low,1992,2.748,6,0.56,11972,True,True,True,3s,55,True
adfeilio,decay,adfeilio,low,1993,2.748,6,0.56,11696,True,True,True,3s,51,True
aflunio,distort,aflunio,low,1994,2.748,6,0.56,11941,True,True,True,3s,52,True
ailgyflogi,rehire,ailgyflogi,low,1995,2.748,6,0.56,11673,True,True,True,3s,54,True
ailwneud,do,ailwneud,low,1996,2.748,6,0.56,11875,True,True,True,3s,65,True
anwytho,induce,anwytho,low,1997,2.748,6,0.56,11635,True,True,True,3s,54,True
botymu,button,botymu,low,1998,2.748,6,0.56,11894,True,True,True,3s,54,True
breuo,become_brittle,breuo,low,1999,2.748,6,0.56,11682,True,True,True,3s,54,True
carpio,tear,carpio,low,2000,2.748,6,0.56,11944,True,True,True,3s,51,True
clatsian,crackle,clatsian,low,2001,2.748,6,0.56,11970,True,True,True,3s,51,True
cnecu,jar,cnecu,low,2002,2.748,6,0.56,11619,True,True,True,3s,54,True
cordeddu,twine,cordeddu,low,2003,2.748,6,0.56,11756,True,True,True,3s,54,True
cwnnu,rise,cwnnu,low,2004,2.748,6,0.56,11572,True,True,True,3s,61,True
cyboli,talk_nonsense,cyboli,low,2005,2.748,6,0.56,11706,True,True,True,3s,54,True
cydfyw,live_together,cydfyw,low,2006,2.748,6,0.56,11903,True,True,True,3s,51,True
cydgerdded,accompany,cydgerdded,low,2007,2.748,6,0.56,11979,True,True,True,3s,54,True
cydoesi,be_contemporary,cydoesi,low,2008,2.748,6,0.56,11762,True,True,True,3s,54,True
cyfarpar,prepare,cyfarpar,low,2009,2.748,6,0.56,11544,True,True,True,3s,58,True
cyfathrachu,mix,cyfathrachu,low,2010,2.748,6,0.56,11751,True,True,True,3s,58,True
cyfosod,juxtapose,cyfosod,low,2011,2.748,6,0.56,11570,True,True,True,3s,54,True
datglymu,untie,datglymu,low,2012,2.748,6,0.56,11968,True,True,True,3s,55,True
difrifoli,become_serious,difrifoli,low,2013,2.748,6,0.56,11608,True,True,True,3s,54,True
digoni,suffice,digoni,low,2014,2.748,6,0.56,11632,True,True,True,3s,54,True
dipio,dip,dipio,low,2015,2.748,6,0.56,11775,True,True,True,3s,51,True
distyllu,distil,distyllu,low,2016,2.748,6,0.56,11567,True,True,True,3s,54,True
disychedu,slake_thirst,disychedu,low,2017,2.748,6,0.56,11752,True,True,True,3s,54,True
eneinio,anoint,eneinio,low,2018,2.748,6,0.56,11934,True,True,True,3s,51,True
ffurfweddu,configure,ffurfweddu,low,2019,2.748,6,0.56,11985,True,True,True,3s,54,True
gleidio,glide,gleidio,low,2020,2.748,6,0.56,11914,True,True,True,3s,51,True
gordderchu,ravish,gordderchu,low,2021,2.748,6,0.56,11930,True,True,True,3s,54,True
gorddibynnu,be_too dependent,gorddibynnu,low,2022,2.748,6,0.56,11714,True,True,True,,42,True
gorgyffwrdd,overlap,gorgyffwrdd,low,2023,2.748,6,0.56,11637,True,True,True,3s,54,True
gorweithio,overwork,gorweithio,low,2024,2.748,6,0.56,11851,True,True,True,3s,51,True
gwadnu,sole,gwadnu,low,2025,2.748,6,0.56,11722,True,True,True,3s,58,True
gwrthgilio,recede,gwrthgilio,low,2026,2.748,6,0.56,11892,True,True,True,3s,51,True
gwyngalchu,whitewash,gwyngalchu,low,2027,2.748,6,0.56,11786,True,True,True,3s,54,True
gwyrddu,turn_green,gwyrddu,low,2028,2.748,6,0.56,11695,True,True,True,3s,54,True
halio,haul,halio,low,2029,2.748,6,0.56,11694,True,True,True,3s,51,True
hysian,set_on,hysian,low,2030,2.748,6,0.56,11834,True,True,True,3s,51,True
labro,labour,labro,low,2031,2.748,6,0.56,11916,True,True,True,3s,54,True
llawenychu,rejoice,llawenychu,low,2032,2.748,6,0.56,11935,True,True,True,3s,54,True
macsu,brew,macsu,low,2033,2.748,6,0.56,11904,True,True,True,3s,54,True
meirioli,thaw,meirioli,low,2034,2.748,6,0.56,11746,True,True,True,3s,54,True
mordwyo,sail,mordwyo,low,2035,2.748,6,0.56,11687,True,True,True,3s,54,True
mudlosgi,smoulder,mudlosgi,low,2036,2.748,6,0.56,11967,True,True,True,3s,54,True
paldaruo,blather,paldaruo,low,2037,2.748,6,0.56,11609,True,True,True,3s,54,True
pantio,pant,pantio,low,2038,2.748,6,0.56,11721,True,True,True,3s,51,True
pincio,adorn,pincio,low,2039,2.748,6,0.56,11568,True,True,True,3s,51,True
swmpo,fondle,swmpo,low,2040,2.748,6,0.56,11957,True,True,True,3s,54,True
symlu,urge,symlu,low,2041,2.748,6,0.56,11807,True,True,True,3s,54,True
tafellu,slice,tafellu,low,2042,2.748,6,0.56,11927,True,True,True,3s,54,True
taflunio,project,taflunio,low,2043,2.748,6,0.56,11716,True,True,True,3s,51,True
tanfuddsoddi,underinvest,tanfuddsoddi,low,2044,2.748,6,0.56,11777,True,True,True,3s,54,True
tapo,sole,tapo,low,2045,2.748,6,0.56,11826,True,True,True,3s,54,True
tolcio,dent,tolcio,low,2046,2.748,6,0.56,11884,True,True,True,3s,51,True
turio,burrow,turio,low,2047,2.748,6,0.56,11839,True,True,True,3s,51,True
ymagweddu,conduct_oneself,ymagweddu,low,2048,2.748,6,0.56,11889,True,True,True,3s,54,True
ymbwyllo,meditate,ymbwyllo,low,2049,2.748,6,0.56,11798,True,True,True,3s,54,True
ymdynghedu,vow,ymdynghedu,low,2050,2.748,6,0.56,11769,True,True,True,3s,51,True
ymglywed,sense,ymglywed,low,2051,2.748,6,0.56,11638,True,True,True,3s,54,True
ysbaddu,castrate,ysbaddu,low,2052,2.748,6,0.56,11857,True,True,True,3s,54,True
ail-lansio,relaunch,ail-lansio,low,2053,2.672,5,0.47,12019,True,True,True,3s,51,True
ailddyfeisio,reinvent,ailddyfeisio,low,2054,2.672,5,0.47,12146,True,True,True,3s,51,True
ailfedyddio,rebaptise,ailfedyddio,low,2055,2.672,5,0.47,12134,True,True,True,3s,51,True
ailwerthu,resell,ailwerthu,low,2056,2.672,5,0.47,12189,True,True,True,3s,54,True
amodi,stipulate,amodi,low,2057,2.672,5,0.47,12438,True,True,True,3s,54,True
anrhegu,present,anrhegu,low,2058,2.672,5,0.47,12226,True,True,True,3s,54,True
blotio,blot,blotio,low,2059,2.672,5,0.47,12120,True,True,True,3s,51,True
brydio,intend,brydio,low,2060,2.672,5,0.47,12197,True,True,True,3s,51,True
bywiocáu,enliven,bywiocáu,low,2061,2.672,5,0.47,12013,True,True,True,3s,51,True
chwenychu,desire,chwenychu,low,2062,2.672,5,0.47,12079,True,True,True,3s,56,True
chwibianu,whistle,chwibianu,low,2063,2.672,5,0.47,12404,True,True,True,3s,54,True
coethi,purify,coethi,low,2064,2.672,5,0.47,12494,True,True,True,3s,55,True
corffoli,embody,corffoli,low,2065,2.672,5,0.47,12230,True,True,True,3s,54,True
crabio,waste_away,crabio,low,2066,2.672,5,0.47,12168,True,True,True,3s,51,True
cribinio,rake,cribinio,low,2067,2.672,5,0.47,12450,True,True,True,3s,51,True
crochlefain,clamour,crochlefain,low,2068,2.672,5,0.47,12009,True,True,True,3s,54,True
cuchio,scowl,cuchio,low,2069,2.672,5,0.47,12463,True,True,True,3s,51,True
cwlio,reproach,cwlio,low,2070,2.672,5,0.47,12358,True,True,True,3s,51,True
cyd-deithio,travel_together,cyd-deithio,low,2071,2.672,5,0.47,12157,True,True,True,3s,51,True
cydfodoli,co-exist,cydfodoli,low,2072,2.672,5,0.47,12082,True,True,True,3s,54,True
cydsefyll,be_compatible,cydsefyll,low,2073,2.672,5,0.47,12305,True,True,True,3s,55,True
cyfamodi,covenant,cyfamodi,low,2074,2.672,5,0.47,12040,True,True,True,3s,54,True
cyfeirnodi,reference,cyfeirnodi,low,2075,2.672,5,0.47,12192,True,True,True,3s,54,True
cyfenwi,name,cyfenwi,low,2076,2.672,5,0.47,12083,True,True,True,3s,54,True
cyffio,become_stiff,cyffio,low,2077,2.672,5,0.47,12476,True,True,True,,42,True
cymhennu,tidy,cymhennu,low,2078,2.672,5,0.47,12142,True,True,True,3s,51,True
cymrodeddu,arbitrate,cymrodeddu,low,2079,2.672,5,0.47,12467,True,True,True,3s,54,True
dadleoli,displace,dadleoli,low,2080,2.672,5,0.47,12353,True,True,True,3s,54,True
difreinio,disenfranchise,difreinio,low,2081,2.672,5,0.47,12272,True,True,True,3s,51,True
diorseddu,depose,diorseddu,low,2082,2.672,5,0.47,12213,True,True,True,3s,54,True
dragio,drag,dragio,low,2083,2.672,5,0.47,12166,True,True,True,3s,51,True
dramateiddio,dramatise,dramateiddio,low,2084,2.672,5,0.47,12052,True,True,True,3s,51,True
epilio,propagate,epilio,low,2085,2.672,5,0.47,12220,True,True,True,3s,51,True
fandaleiddio,vandalise,fandaleiddio,low,2086,2.672,5,0.47,12269,True,True,True,3s,51,True
ffiwsio,fuse,ffiwsio,low,2087,2.672,5,0.47,12011,True,True,True,3s,51,True
gorddefnyddio,overuse,gorddefnyddio,low,2088,2.672,5,0.47,12362,True,True,True,3s,51,True
gorseddu,enthrone,gorseddu,low,2089,2.672,5,0.47,12365,True,True,True,3s,54,True
graddnodi,graduate,graddnodi,low,2090,2.672,5,0.47,12368,True,True,True,3s,54,True
graeanu,granulate,graeanu,low,2091,2.672,5,0.47,12243,True,True,True,3s,54,True
gwastatáu,level,gwastatáu,low,2092,2.672,5,0.47,12179,True,True,True,3s,51,True
gwreichioni,sparkle,gwreichioni,low,2093,2.672,5,0.47,12233,True,True,True,3s,54,True
gwystlo,pledge,gwystlo,low,2094,2.672,5,0.47,12429,True,True,True,3s,54,True
lambastio,lambast,lambastio,low,2095,2.672,5,0.47,12066,True,True,True,3s,51,True
lamineiddio,laminate,lamineiddio,low,2096,2.672,5,0.47,12223,True,True,True,3s,51,True
llathru,gleam,llathru,low,2097,2.672,5,0.47,12180,True,True,True,3s,54,True
maldodi,pamper,maldodi,low,2098,2.672,5,0.47,12397,True,True,True,3s,54,True
mathru,trample_on,mathru,low,2099,2.672,5,0.47,12434,True,True,True,3s,54,True
mawrhau,enlarge,mawrhau,low,2100,2.672,5,0.47,12045,True,True,True,3s,50,True
myllio,fly_into a rage,myllio,low,2101,2.672,5,0.47,12417,True,True,True,3s,51,True
ochrgamu,side-step,ochrgamu,low,2102,2.672,5,0.47,12451,True,True,True,3s,54,True
pistyllu,spout,pistyllu,low,2103,2.672,5,0.47,12424,True,True,True,3s,54,True
pitïo,pity,pitïo,low,2104,2.672,5,0.47,12357,True,True,True,3s,51,True
pocedu,pocket,pocedu,low,2105,2.672,5,0.47,12046,True,True,True,3s,54,True
rhagbenodi,predetermine,rhagbenodi,low,2106,2.672,5,0.47,12077,True,True,True,3s,54,True
rhawio,dig,rhawio,low,2107,2.672,5,0.47,12468,True,True,True,3s,51,True
rhofio,dig,rhofio,low,2108,2.672,5,0.47,12325,True,True,True,3s,51,True
sigo,buckle,sigo,low,2109,2.672,5,0.47,12354,True,True,True,3s,54,True
sobreiddio,sober_up,sobreiddio,low,2110,2.672,5,0.47,12236,True,True,True,3s,51,True
stompio,mash,stompio,low,2111,2.672,5,0.47,12442,True,True,True,3s,51,True
syflyd,shift,syflyd,low,2112,2.672,5,0.47,12224,True,True,True,3s,54,True
teilwrio,tailor,teilwrio,low,2113,2.672,5,0.47,12459,True,True,True,3s,51,True
trwco,exchange,trwco,low,2114,2.672,5,0.47,12462,True,True,True,3s,54,True
trydanu,electrify,trydanu,low,2115,2.672,5,0.47,12076,True,True,True,3s,54,True
tywarchu,turf,tywarchu,low,2116,2.672,5,0.47,12111,True,True,True,3s,54,True
ymddieithrio,become_estranged,ymddieithrio,low,2117,2.672,5,0.47,12084,True,True,True,3s,51,True
ymguddio,conceal_oneself,ymguddio,low,2118,2.672,5,0.47,12065,True,True,True,3s,51,True
ysbarduno,motivate,ysbarduno,low,2119,2.672,5,0.47,12339,True,True,True,3s,54,True
ysgafnu,lighten,ysgafnu,low,2120,2.672,5,0.47,12102,True,True,True,3s,54,True
ystwyrian,stir,ystwyrian,low,2121,2.672,5,0.47,12199,True,True,True,3s,51,True
ystyfnigo,be_stubborn,ystyfnigo,low,2122,2.672,5,0.47,12266,True,True,True,3s,54,True
achwyn,complain,achwyn,low,2123,2.58,4,0.38,12562,True,True,True,3s,55,True
ailargraffu,reprint,ailargraffu,low,2124,2.58,4,0.38,12976,True,True,True,3s,58,True
ailbacio,repack,ailbacio,low,2125,2.58,4,0.38,12944,True,True,True,3s,51,True
ailblannu,replant,ailblannu,low,2126,2.58,4,0.38,12530,True,True,True,3s,57,True
ailddatgan,restate,ailddatgan,low,2127,2.58,4,0.38,12817,True,True,True,3s,58,True
archolli,wound,archolli,low,2128,2.58,4,0.38,12905,True,True,True,3s,54,True
arwystlo,pledge,arwystlo,low,2129,2.58,4,0.38,12986,True,True,True,3s,54,True
begian,beg,begian,low,2130,2.58,4,0.38,12715,True,True,True,3s,51,True
blaenori,precede,blaenori,low,2131,2.58,4,0.38,12995,True,True,True,3s,54,True
braenu,decay,braenu,low,2132,2.58,4,0.38,12822,True,True,True,3s,54,True
brasio,do_a rough job,brasio,low,2133,2.58,4,0.38,13189,True,True,True,3s,51,True
caethgludo,deport,caethgludo,low,2134,2.58,4,0.38,13194,True,True,True,3s,54,True
camliwio,misrepresent,camliwio,low,2135,2.58,4,0.38,12750,True,True,True,3s,51,True
camsefyll,stand_in the wrong place,camsefyll,low,2136,2.58,4,0.38,13039,True,True,True,3s,55,True
canoneiddio,canonise,canoneiddio,low,2137,2.58,4,0.38,12695,True,True,True,3s,51,True
carpu,tear,carpu,low,2138,2.58,4,0.38,12709,True,True,True,3s,54,True
cawlio,confuse,cawlio,low,2139,2.58,4,0.38,12541,True,True,True,3s,51,True
ceintach,grumble,ceintach,low,2140,2.58,4,0.38,13173,True,True,True,3s,54,True
chwyrnellu,whirl,chwyrnellu,low,2141,2.58,4,0.38,12789,True,True,True,3s,54,True
clapian,tell_tales,clapian,low,2142,2.58,4,0.38,13161,True,True,True,3s,51,True
crecio,cackle,crecio,low,2143,2.58,4,0.38,12780,True,True,True,3s,51,True
crosio,crochet,crosio,low,2144,2.58,4,0.38,13068,True,True,True,3s,51,True
crymanu,slice,crymanu,low,2145,2.58,4,0.38,12911,True,True,True,3s,54,True
cychu,keep_bees,cychu,low,2146,2.58,4,0.38,13043,True,True,True,3s,54,True
cyfartalu,equalise,cyfartalu,low,2147,2.58,4,0.38,13087,True,True,True,3s,54,True
cyfeiliorni,stray,cyfeiliorni,low,2148,2.58,4,0.38,12898,True,True,True,3s,54,True
cyfloi,impregnate,cyfloi,low,2149,2.58,4,0.38,12835,True,True,True,3s,51,True
dadlygru,decontaminate,dadlygru,low,2150,2.58,4,0.38,12687,True,True,True,3s,54,True
dargludo,conduct,dargludo,low,2151,2.58,4,0.38,13182,True,True,True,3s,54,True
deialo,dial,deialo,low,2152,2.58,4,0.38,13114,True,True,True,3s,58,True
delwi,be_motionless,delwi,low,2153,2.58,4,0.38,12722,True,True,True,3s,54,True
diodi,give_a drink to,diodi,low,2154,2.58,4,0.38,12807,True,True,True,3s,54,True
disbyddu,drain,disbyddu,low,2155,2.58,4,0.38,12649,True,True,True,3s,54,True
dolurio,grieve,dolurio,low,2156,2.58,4,0.38,13063,True,True,True,3s,51,True
dripian,drip,dripian,low,2157,2.58,4,0.38,12996,True,True,True,3s,51,True
ffatio,batter,ffatio,low,2158,2.58,4,0.38,12885,True,True,True,3s,51,True
gorflino,overtire,gorflino,low,2159,2.58,4,0.38,12510,True,True,True,3s,54,True
gweitied,wait,gweitied,low,2160,2.58,4,0.38,13065,True,True,True,3s,51,True
gwelliannu,improve,gwelliannu,low,2161,2.58,4,0.38,12876,True,True,True,3s,61,True
gwenieithio,flatter,gwenieithio,low,2162,2.58,4,0.38,12894,True,True,True,3s,51,True
gwrteithio,manure,gwrteithio,low,2163,2.58,4,0.38,12782,True,True,True,3s,51,True
halian,haul,halian,low,2164,2.58,4,0.38,12669,True,True,True,3s,51,True
heclo,heckle,heclo,low,2165,2.58,4,0.38,12828,True,True,True,3s,54,True
hyrddu,ram,hyrddu,low,2166,2.58,4,0.38,12980,True,True,True,3s,54,True
lesio,lease,lesio,low,2167,2.58,4,0.38,12650,True,True,True,3s,51,True
lloffa,collect,lloffa,low,2168,2.58,4,0.38,12523,True,True,True,3s,54,True
llusa,gather_bilberries,llusa,low,2169,2.58,4,0.38,13035,True,True,True,3s,54,True
llyfnu,harrow,llyfnu,low,2170,2.58,4,0.38,12511,True,True,True,3s,54,True
llysenwi,nickname,llysenwi,low,2171,2.58,4,0.38,12804,True,True,True,3s,54,True
mewnosod,insert,mewnosod,low,2172,2.58,4,0.38,12707,True,True,True,3s,54,True
newyddu,renew,newyddu,low,2173,2.58,4,0.38,12731,True,True,True,3s,54,True
nogio,tire,nogio,low,2174,2.58,4,0.38,12596,True,True,True,3s,51,True
oelio,oil,oelio,low,2175,2.58,4,0.38,13178,True,True,True,3s,51,True
palmantu,pave,palmantu,low,2176,2.58,4,0.38,12900,True,True,True,3s,55,True
pegynu,polarise,pegynu,low,2177,2.58,4,0.38,12927,True,True,True,3s,54,True
pensynnu,muse,pensynnu,low,2178,2.58,4,0.38,13102,True,True,True,3s,54,True
perarogli,perfume,perarogli,low,2179,2.58,4,0.38,12805,True,True,True,3s,54,True
pistyllio,spout,pistyllio,low,2180,2.58,4,0.38,12764,True,True,True,3s,51,True
ponsio,muddle,ponsio,low,2181,2.58,4,0.38,13106,True,True,True,3s,51,True
pothellu,blister,pothellu,low,2182,2.58,4,0.38,12658,True,True,True,3s,54,True
prydyddu,versify,prydyddu,low,2183,2.58,4,0.38,13125,True,True,True,3s,54,True
puteinio,whore,puteinio,low,2184,2.58,4,0.38,12853,True,True,True,3s,51,True
rhaffo,rope,rhaffo,low,2185,2.58,4,0.38,13036,True,True,True,3s,58,True
rhagrithio,be_hypocritical,rhagrithio,low,2186,2.58,4,0.38,12870,True,True,True,3s,51,True
tacio,tack,tacio,low,2187,2.58,4,0.38,12981,True,True,True,3s,51,True
telori,warble,telori,low,2188,2.58,4,0.38,12529,True,True,True,3s,54,True
tewhau,fatten,tewhau,low,2189,2.58,4,0.38,12655,True,True,True,3s,50,True
tirio,land,tirio,low,2190,2.58,4,0.38,13018,True,True,True,3s,51,True
trampio,tramp,trampio,low,2191,2.58,4,0.38,12939,True,True,True,3s,51,True
trampo,tramp,trampo,low,2192,2.58,4,0.38,13028,True,True,True,3s,54,True
trawsgludo,transport,trawsgludo,low,2193,2.58,4,0.38,12662,True,True,True,3s,54,True
tremio,perceive,tremio,low,2194,2.58,4,0.38,12694,True,True,True,3s,51,True
tripio,trip,tripio,low,2195,2.58,4,0.38,12883,True,True,True,3s,51,True
trosiadu,use_a metaphor,trosiadu,low,2196,2.58,4,0.38,13074,True,True,True,3s,54,True
ymbriodi,get_married,ymbriodi,low,2197,2.58,4,0.38,12800,True,True,True,3s,54,True
ymchwyddo,swell,ymchwyddo,low,2198,2.58,4,0.38,12943,True,True,True,3s,54,True
ymgecru,quarrel,ymgecru,low,2199,2.58,4,0.38,12920,True,True,True,3s,54,True
ymgreinio,grovel,ymgreinio,low,2200,2.58,4,0.38,12831,True,True,True,3s,51,True
ymneilltuo,withdraw,ymneilltuo,low,2201,2.58,4,0.38,12924,True,True,True,3s,54,True
ymorchestu,attack,ymorchestu,low,2202,2.58,4,0.38,12728,True,True,True,3s,54,True
ymrithio,assume_the shape of,ymrithio,low,2203,2.58,4,0.38,12760,True,True,True,3s,51,True
adysgrifio,transcribe,adysgrifio,low,2204,2.447,3,0.28,13564,True,True,True,3s,51,True
ailasesu,reassess,ailasesu,low,2205,2.447,3,0.28,13499,True,True,True,3s,54,True
aildyfu,regrow,aildyfu,low,2206,2.447,3,0.28,13240,True,True,True,3s,54,True
ailfywiogi,reanimate,ailfywiogi,low,2207,2.447,3,0.28,13320,True,True,True,3s,54,True
ailwrando,listen_again,ailwrando,low,2208,2.447,3,0.28,13738,True,True,True,3s,54,True
ailymosod,reattack,ailymosod,low,2209,2.447,3,0.28,13895,True,True,True,3s,54,True
anhrefnu,disarrange,anhrefnu,low,2210,2.447,3,0.28,13922,True,True,True,3s,54,True
