verb,zipf
slather,2.632
backstop,2.631
apprise,2.63
proselytize,2.63
rationalise,2.63
uncouple,2.63
foretell,2.629
incise,2.628
scrounge,2.628
caulk,2.627
gentrify,2.627
pilfer,2.626
trellis,2.626
dither,2.625
ruminate,2.625
cheapen,2.624
cluck,2.623
twinge,2.622
foxtrot,2.621
hydrolyze,2.62
preen,2.618
edify,2.616
embitter,2.616
intuit,2.616
addle,2.615
madrigal,2.615
unwrap,2.615
revitalise,2.613
whelp,2.613
reanimate,2.612
mooch,2.61
semaphore,2.61
strum,2.61
caramelize,2.609
yodel,2.609
synthesise,2.608
vandalise,2.608
enunciate,2.607
miscalculate,2.607
tamp,2.607
bemuse,2.603
jilt,2.603
madder,2.603
granulate,2.602
niggle,2.602
aby,2.601
hoodoo,2.601
foist,2.6
smoulder,2.6
chlorinate,2.599
formalise,2.599
desensitize,2.598
leapfrog,2.598
transfix,2.598
careen,2.597
pressurise,2.597
reexamine,2.597
reawaken,2.596
snafu,2.596
transmute,2.596
vocalize,2.596
compartmentalize,2.595
evangelize,2.595
filigree,2.595
randomise,2.594
loll,2.593
warble,2.593
flit,2.591
babbitt,2.59
impute,2.59
knell,2.59
diddle,2.588
squelch,2.588
recalculate,2.587
spacewalk,2.587
burgle,2.586
denature,2.586
encamp,2.585
vaunt,2.584
unhook,2.583
griddle,2.582
matriculate,2.582
skylark,2.582
democratize,2.581
aline,2.58
extenuate,2.58
befuddle,2.579
mothball,2.579
lilt,2.577
castigate,2.576
entreat,2.576
swill,2.575
deign,2.574
limber,2.574
relearn,2.574
befit,2.573
twiddle,2.573
pestle,2.571
arbitrate,2.57
reintegrate,2.57
trivialize,2.57
triangulate,2.569
evince,2.566
bifurcate,2.565
maraud,2.565
pigeonhole,2.565
batik,2.564
ingratiate,2.564
fetter,2.563
pasteurize,2.563
totter,2.563
aerate,2.562
enthrone,2.562
interdict,2.562
scull,2.562
connote,2.561
crystallise,2.561
destabilise,2.561
blitzkrieg,2.56
shellac,2.56
suds,2.56
grovel,2.559
fertilise,2.558
gnash,2.558
frazzle,2.557
hie,2.557
rede,2.556
annul,2.555
dinge,2.554
spritz,2.553
tog,2.553
blather,2.552
cohabit,2.552
demystify,2.551
slobber,2.551
doss,2.55
hyphenate,2.549
perjure,2.547
philander,2.547
escalade,2.546
gird,2.546
regrow,2.546
entomb,2.545
dapple,2.544
demilitarize,2.543
festoon,2.543
misappropriate,2.542
outflank,2.542
rumple,2.542
belay,2.541
decant,2.541
windsurf,2.541
hybridize,2.54
titillate,2.54
muss,2.539
digitise,2.538
lade,2.538
scud,2.538
stargaze,2.537
circumnavigate,2.536
menstruate,2.536
sugarcoat,2.536
waken,2.536
seesaw,2.535
fictionalize,2.534
blaspheme,2.533
hearken,2.533
homogenize,2.533
harken,2.532
sterilise,2.532
tarry,2.532
chasten,2.531
trowel,2.531
harangue,2.53
impel,2.53
intone,2.53
rosin,2.53
benefice,2.529
miter,2.529
overextend,2.529
adulterate,2.528
disinherit,2.528
encumber,2.528
notarize,2.527
swoosh,2.527
decamp,2.526
mispronounce,2.524
outwit,2.524
moult,2.523
brevet,2.522
sublet,2.522
verbalize,2.521
overcompensate,2.52
talc,2.52
adsorb,2.519
cannibalize,2.519
outstrip,2.519
eavesdrop,2.518
disentangle,2.517
agonise,2.516
lacerate,2.516
metastasize,2.516
actualize,2.515
airmail,2.515
demoralise,2.515
impugn,2.515
intermix,2.514
jaywalk,2.514
tattle,2.514
deify,2.512
laze,2.511
legitimise,2.511
occlude,2.511
pumice,2.511
reorient,2.509
striate,2.509
cheep,2.508
outsell,2.507
predecease,2.507
theorise,2.507
efface,2.505
tipple,2.505
americanize,2.504
fistfight,2.504
misprint,2.504
riposte,2.504
daub,2.503
institutionalise,2.503
chaperon,2.502
pommel,2.502
snigger,2.502
gnarl,2.501
deaden,2.5
electroplate,2.5
ennoble,2.5
retch,2.5
sublimate,2.5
hoodwink,2.499
overwinter,2.499
jabber,2.498
obviate,2.497
outrank,2.497
calcify,2.496
empathise,2.496
amortize,2.493
portend,2.493
coagulate,2.491
extol,2.491
guffaw,2.491
nosedive,2.491
westernize,2.491
demonise,2.49
rollerblade,2.49
interweave,2.487
moralize,2.487
toboggan,2.487
cakewalk,2.486
welter,2.486
criminalise,2.485
nitpick,2.485
chortle,2.481
overstep,2.48
innervate,2.479
interleave,2.479
refinish,2.479
clunk,2.478
copulate,2.478
depopulate,2.478
pith,2.478
saute,2.478
skulk,2.478
unicycle,2.477
catalyse,2.476
splutter,2.476
abet,2.475
concuss,2.475
recommence,2.475
typecast,2.475
dropkick,2.474
roil,2.474
miniaturize,2.473
administrate,2.472
blotch,2.472
ensconce,2.471
kayo,2.47
oversupply,2.47
feminize,2.469
idealise,2.469
kowtow,2.469
bobsled,2.468
riffle,2.468
recombine,2.464
autoclave,2.463
detoxify,2.463
instantiate,2.461
recurve,2.461
clinker,2.46
freewheel,2.46
recode,2.46
behoove,2.459
canker,2.458
epitomise,2.458
plunk,2.458
stupefy,2.458
vacillate,2.458
braze,2.457
junket,2.457
defray,2.456
applique,2.455
skitter,2.453
wisecrack,2.453
desiccate,2.452
shoehorn,2.452
chicane,2.451
commiserate,2.451
steamroll,2.451
enmesh,2.45
chelate,2.449
frizz,2.449
interbreed,2.449
interpose,2.449
pirouette,2.449
traipse,2.448
wend,2.447
reave,2.445
decontaminate,2.444
prerecord,2.443
anodize,2.442
dower,2.442
congeal,2.44
dispirit,2.44
instil,2.44
rearm,2.44
stipple,2.439
italicize,2.438
colorize,2.437
slacken,2.436
prattle,2.434
birdwatch,2.433
depute,2.433
rebroadcast,2.433
bedazzle,2.432
reword,2.431
creosote,2.43
misalign,2.43
misidentify,2.43
reticulate,2.427
overstock,2.425
reconfirm,2.425
systematize,2.424
jackrabbit,2.423
politicise,2.423
excoriate,2.422
hypnotise,2.421
backslide,2.42
anesthetize,2.419
mechanise,2.419
retread,2.418
dramatise,2.416
famish,2.416
perspire,2.416
counterclaim,2.415
pillory,2.415
unburden,2.415
distemper,2.412
inure,2.412
cauterize,2.411
debauch,2.411
fetishize,2.411
scandalize,2.411
scamp,2.41
inseminate,2.409
emulsify,2.408
pock,2.408
reshoot,2.408
moisturise,2.407
steamroller,2.406
internalise,2.404
asphyxiate,2.402
adduct,2.401
buttonhole,2.401
distend,2.401
mineralize,2.4
politick,2.4
trice,2.4
deforest,2.399
toady,2.399
blabber,2.398
engorge,2.398
fumigate,2.395
eventuate,2.394
crossbreed,2.393
remount,2.393
luff,2.392
backdate,2.391
burglarize,2.391
underplay,2.391
quantize,2.39
intermarry,2.389
triplicate,2.389
badmouth,2.388
prickle,2.388
scram,2.388
victimise,2.387
winnow,2.387
sexualise,2.386
cudgel,2.384
externalize,2.384
nock,2.384
plonk,2.384
gladden,2.383
gyrate,2.383
uncompress,2.383
fantasise,2.38
tantalise,2.38
doff,2.379
familiarise,2.379
rankle,2.379
scupper,2.378
sodomize,2.377
remediate,2.375
naturalise,2.374
dawdle,2.373
plod,2.373
entrap,2.371
immortalise,2.371
chamfer,2.368
espy,2.367
hackle,2.367
liquify,2.367
aver,2.366
uncork,2.366
disrobe,2.364
oxidise,2.363
propound,2.362
besmirch,2.36
sidle,2.36
intubate,2.359
cavort,2.358
desegregate,2.358
julienne,2.357
oink,2.357
reunify,2.357
waggle,2.357
intercalate,2.356
underachieve,2.355
bilk,2.354
blab,2.353
cloy,2.353
outmaneuver,2.353
purl,2.353
pompadour,2.351
cloture,2.35
resubmit,2.35
prorate,2.349
unfreeze,2.349
reprobate,2.348
powwow,2.347
dowse,2.345
eulogize,2.345
slake,2.345
enrapture,2.344
boldface,2.342
gesticulate,2.342
idolise,2.342
recapitulate,2.341
convalesce,2.34
dissemble,2.34
flagellate,2.34
glower,2.34
telex,2.34
blackball,2.338
colly,2.336
vegetate,2.336
atomize,2.335
pomade,2.335
dado,2.334
flounce,2.334
overexpose,2.332
demobilize,2.33
schmooze,2.33
unclog,2.33
fishtail,2.328
flub,2.328
glamorize,2.328
superintend,2.328
baulk,2.326
denude,2.325
comport,2.324
overpopulate,2.324
murk,2.323
sashay,2.323
huckster,2.322
quaver,2.322
adduce,2.321
bivouac,2.321
mollify,2.321
prejudge,2.321
tope,2.321
rumpus,2.32
whiteout,2.32
concatenate,2.318
elute,2.318
prefigure,2.317
suntan,2.317
lave,2.316
quintuple,2.314
tousle,2.314
concertina,2.313
luxuriate,2.312
moulder,2.311
overstretch,2.311
reacquaint,2.311
natter,2.31
liberalise,2.309
underlay,2.308
fornicate,2.307
toddle,2.307
remonstrate,2.306
exult,2.305
dibble,2.304
weatherproof,2.304
backpedal,2.301
disfavor,2.301
extirpate,2.301
grouch,2.301
reabsorb,2.301
succour,2.301
antagonise,2.3
prepay,2.3
backscatter,2.299
philosophize,2.299
commercialise,2.298
disorientate,2.297
mortise,2.297
polymerize,2.297
poultice,2.296
enfranchise,2.295
immolate,2.295
translocate,2.294
mosey,2.292
satirise,2.292
syncopate,2.292
transect,2.292
chitchat,2.29
polychrome,2.29
strop,2.29
regularize,2.289
sandblast,2.289
transfigure,2.289
christianize,2.287
secularize,2.286
yammer,2.286
abseil,2.284
overdress,2.284
rappel,2.284
sideswipe,2.284
simper,2.284
habituate,2.283
nosh,2.282
forbear,2.281
frap,2.281
outmatch,2.281
quieten,2.281
fulminate,2.28
ossify,2.28
monopolise,2.279
conceptualise,2.276
stigmatise,2.276
wreathe,2.276
elide,2.275
gestate,2.275
sublease,2.275
editorialize,2.274
immobilise,2.273
rehear,2.272
resect,2.272
notate,2.271
potentiate,2.271
razz,2.271
transliterate,2.271
deputize,2.27
teargas,2.27
caramelise,2.269
clapboard,2.269
entrain,2.269
cosign,2.268
remunerate,2.267
scrimp,2.267
plagiarise,2.266
unbuckle,2.266
clop,2.265
disembowel,2.265
romanticise,2.264
ostracise,2.262
overprint,2.262
dehumanise,2.261
discolour,2.261
squeegee,2.261
blarney,2.26
alphabetize,2.259
boondoggle,2.258
hydroplane,2.257
womanize,2.257
manacle,2.256
lowball,2.253
fractionate,2.252
unscramble,2.251
unsheathe,2.251
cronk,2.25
conk,2.249
reseal,2.249
explicate,2.248
hypothesise,2.248
reprove,2.248
surfeit,2.248
monetise,2.246
professionalize,2.246
countervail,2.245
retrench,2.245
blazon,2.244
acidify,2.243
overact,2.243
blacktop,2.241
curtsy,2.24
gibber,2.24
refashion,2.24
enfold,2.238
dicker,2.235
spectate,2.235
commingle,2.233
rebury,2.233
handwash,2.232
unclutter,2.232
titter,2.231
bedevil,2.23
misapply,2.23
outcall,2.23
unfasten,2.23
carouse,2.229
quickstep,2.228
collateralize,2.226
drydock,2.226
economize,2.225
overemphasize,2.224
thwack,2.224
reconquer,2.221
transfuse,2.219
titrate,2.218
barnstorm,2.217
undock,2.217
coquette,2.216
overfill,2.216
pulverise,2.216
accrete,2.215
aggrandize,2.214
bedeck,2.213
ionise,2.211
straggle,2.211
recommit,2.21
sallow,2.21
swash,2.21
typeset,2.21
rehouse,2.208
disabuse,2.207
internationalize,2.206
nucleate,2.206
misstate,2.205
coif,2.204
snivel,2.204
syphon,2.202
whelm,2.202
compere,2.201
acclimatize,2.199
shrive,2.198
supercede,2.198
whinny,2.198
vulcanize,2.197
carboxylate,2.196
burble,2.195
decriminalise,2.195
intrust,2.195
depolarize,2.194
cohere,2.193
outvote,2.193
propagandize,2.191
filch,2.19
fraternize,2.189
oversleep,2.188
romanize,2.188
cowhide,2.187
undersell,2.187
unbend,2.182
unmake,2.181
countermand,2.18
guesstimate,2.18
undercoat,2.18
backspace,2.179
palaver,2.179
overlie,2.178
deflower,2.175
prorogue,2.175
discombobulate,2.174
disgorge,2.174
snog,2.174
purloin,2.172
bitt,2.171
reconnoiter,2.171
cosh,2.17
humanise,2.168
overtax,2.168
piddle,2.168
snuffle,2.168
blackguard,2.167
whelk,2.167
exudate,2.166
pockmark,2.166
corbel,2.164
undergird,2.164
unpick,2.163
vitiate,2.163
carbonize,2.162
individualise,2.162
silkscreen,2.162
overachieve,2.16
tranquilize,2.16
furl,2.157
thumbtack,2.157
sanitise,2.156
revalue,2.153
flummox,2.152
rededicate,2.151
underpay,2.151
damascene,2.15
freeload,2.15
succor,2.149
jackknife,2.148
distil,2.145
federalize,2.145
vitrify,2.145
precis,2.144
overindulge,2.143
abjure,2.14
agglomerate,2.139
prang,2.138
defrock,2.137
seel,2.137
clew,2.136
despoil,2.135
felicitate,2.13
twaddle,2.13
gyp,2.129
maltreat,2.129
glug,2.127
vaporise,2.127
fluoridate,2.125
jitterbug,2.125
whir,2.125
enfeeble,2.124
refloat,2.124
trivialise,2.124
anthropomorphize,2.123
upbraid,2.123
equivocate,2.122
quaff,2.122
browbeat,2.121
declaw,2.121
hibachi,2.121
emplace,2.12
frizzle,2.12
overfeed,2.12
acclimatise,2.119
spiritualize,2.119
abrade,2.118
militate,2.118
foliate,2.117
ligate,2.117
reimpose,2.117
miscast,2.116
gibe,2.113
cumulate,2.112
anglicize,2.111
surveil,2.111
deputise,2.11
gip,2.11
cozen,2.109
victual,2.108
metabolise,2.106
overproduce,2.106
gibbet,2.103
molder,2.102
mimeograph,2.101
birr,2.1
cavil,2.1
collimate,2.1
beatify,2.097
convoke,2.096
decolonize,2.095
thrum,2.094
effectuate,2.092
fagot,2.092
fluoresce,2.092
underprice,2.092
overawe,2.091
yawl,2.091
chasse,2.09
perfuse,2.089
tonsure,2.088
ballyhoo,2.087
carom,2.087
mythologize,2.087
finagle,2.086
enervate,2.084
macerate,2.084
reify,2.084
unbind,2.08
backbite,2.078
calcine,2.078
lionize,2.078
rescale,2.078
supplicate,2.076
curtsey,2.074
reseed,2.074
yowl,2.074
claver,2.073
declaim,2.073
housebreak,2.073
snaffle,2.072
roughen,2.071
ghostwrite,2.069
palpate,2.069
straiten,2.069
raiment,2.068
illumine,2.067
mistime,2.067
discomfit,2.065
garrote,2.064
scry,2.063
solemnize,2.063
betide,2.061
coiffure,2.061
wheedle,2.06
subtend,2.058
belabor,2.055
ulcerate,2.055
hobnob,2.053
larn,2.053
hightail,2.052
pussyfoot,2.051
bellyache,2.049
bastardize,2.048
swatter,2.046
congee,2.041
demonetize,2.041
kibosh,2.041
fettle,2.04
pupate,2.039
shuttlecock,2.039
vocalise,2.039
malinger,2.035
reconnoitre,2.031
souse,2.031
vitalize,2.031
hydrolyse,2.029
transduce,2.029
demur,2.025
reproof,2.025
skive,2.025
louden,2.021
shinny,2.021
vouchsafe,2.021
whish,2.021
whomp,2.021
tweedle,2.02
primp,2.019
digitalize,2.017
dodder,2.017
strew,2.017
aquatint,2.016
brutalise,2.016
diffract,2.016
permute,2.016
anastomose,2.015
trammel,2.014
bespeak,2.013
disunite,2.012
tenderize,2.012
blub,2.01
chaw,2.009
counterstrike,2.009
countersign,2.008
gallivant,2.007
tweeze,2.007
crosscut,2.004
outfox,2.002
overstress,2.002
appose,2.001
instal,2.0
macrame,2.0
misremember,1.997
requite,1.997
deplane,1.996
debark,1.994
reforge,1.993
degrease,1.992
filtrate,1.99
postdate,1.989
reforest,1.989
emend,1.988
anglicise,1.986
expiate,1.985
piffle,1.984
ablate,1.983
gambol,1.983
superpose,1.982
swage,1.982
signalize,1.981
stanch,1.981
putrefy,1.98
singsong,1.98
bioassay,1.979
arrogate,1.978
stet,1.975
crystalize,1.974
gawp,1.971
humidify,1.971
uncoil,1.971
confab,1.97
immunise,1.97
maunder,1.97
verdigris,1.97
desalinate,1.969
prevaricate,1.969
linearize,1.966
cumber,1.964
sensitise,1.963
conciliate,1.96
debar,1.96
masticate,1.96
unionise,1.96
wassail,1.957
uncross,1.955
chitter,1.953
respire,1.951
teetotal,1.951
schlep,1.95
democratise,1.949
moralise,1.949
defoliate,1.948
purvey,1.948
parallelize,1.946
canoodle,1.944
propitiate,1.944
steepen,1.942
universalize,1.942
winterize,1.941
blat,1.94
bruit,1.94
collectivize,1.94
imbricate,1.939
reline,1.939
reappraise,1.938
scarify,1.938
scandalise,1.937
underdress,1.937
mewl,1.936
militarise,1.935
condole,1.933
introspect,1.933
reconvert,1.933
spirt,1.933
retransmit,1.932
appal,1.931
psychoanalyze,1.931
burthen,1.93
unbolt,1.93
pluralize,1.929
lifehack,1.928
tootle,1.928
sellotape,1.927
untwist,1.927
advertize,1.925
disestablish,1.925
suborn,1.925
yack,1.925
tessellate,1.923
agglutinate,1.921
deodorize,1.921
nark,1.921
underexpose,1.921
acuminate,1.92
dingdong,1.92
mollycoddle,1.92
outpoint,1.92
abase,1.918
whirligig,1.918
kvetch,1.917
geminate,1.916
memorialise,1.916
rusticate,1.916
enfilade,1.915
misplay,1.913
pule,1.91
inveigh,1.908
acculturate,1.907
bushwhack,1.906
genuflect,1.904
parboil,1.904
depressurize,1.903
palpitate,1.903
roughhouse,1.903
fellate,1.901
brattle,1.9
fleer,1.9
exculpate,1.899
aliment,1.897
evangelise,1.897
stickle,1.897
strangulate,1.897
eulogise,1.895
angulate,1.894
antedate,1.893
treadle,1.89
derogate,1.888
itemise,1.888
upraise,1.886
depersonalize,1.885
catnap,1.884
masculinize,1.884
hobnail,1.883
prate,1.882
grok,1.88
outstay,1.88
overtop,1.88
reseat,1.879
particularize,1.878
debone,1.877
photostat,1.877
rase,1.877
channelize,1.873
homogenise,1.873
cannibalise,1.871
enshroud,1.87
heterodyne,1.87
surtax,1.87
flitter,1.867
childproof,1.865
deglaze,1.86
woosh,1.86
abash,1.859
importune,1.859
skedaddle,1.859
analogize,1.858
destress,1.858
judder,1.857
miscount,1.857
outmanoeuvre,1.857
delouse,1.856
equilibrate,1.853
wangle,1.853
desensitise,1.851
rubberneck,1.851
crenellate,1.85
fusillade,1.85
regularise,1.848
disambiguate,1.846
initialise,1.844
overdraw,1.844
calk,1.843
demobilise,1.842
derate,1.842
subvention,1.842
mapquest,1.84
spang,1.84
biodegrade,1.839
collocate,1.839
proselytise,1.839
bewail,1.838
chirrup,1.838
dematerialize,1.838
shadowbox,1.838
descant,1.836
disfavour,1.836
individuate,1.835
remold,1.834
gainsay,1.831
crape,1.83
miaow,1.83
resurge,1.83
whang,1.83
behove,1.827
crosshatch,1.825
overfly,1.821
repot,1.82
wedel,1.82
cosset,1.818
interpenetrate,1.817
featherbed,1.816
forswear,1.814
tyrannize,1.814
anaesthetise,1.812
transmogrify,1.812
bombproof,1.81
chirk,1.81
demagnetize,1.81
whop,1.81
smoothen,1.805
hyperextend,1.803
outdistance,1.803
airfreight,1.8
cannonade,1.8
islamize,1.8
decertify,1.799
disfranchise,1.799
blackleg,1.798
reduplicate,1.798
bodge,1.797
manoeuver,1.792
splotch,1.792
caterwaul,1.79
undershoot,1.79
nicker,1.787
befoul,1.786
revivify,1.786
calliper,1.784
highjack,1.784
swop,1.78
inveigle,1.777
sparge,1.777
foxhunt,1.775
reface,1.775
bloviate,1.772
hasp,1.77
sorb,1.77
superordinate,1.77
totalize,1.77
rebind,1.769
conduce,1.768
demodulate,1.764
scarper,1.763
inhere,1.761
bunco,1.76
infix,1.76
outwear,1.76
rhumba,1.76
whap,1.76
fraternise,1.757
apostatize,1.756
traduce,1.755
compartmentalise,1.754
ramify,1.754
sailplane,1.75
volatilize,1.75
refurnish,1.748
gabble,1.747
impanel,1.747
defang,1.744
temporize,1.744
professionalise,1.743
overbalance,1.742
orate,1.741
buckram,1.74
whicker,1.74
economise,1.735
clomp,1.734
aggress,1.732
bestride,1.73
dogsled,1.73
supervene,1.726
aquaplane,1.725
anathematize,1.722
appertain,1.72
siss,1.72
terrasse,1.72
sentimentalize,1.715
stonewash,1.713
waylay,1.712
minify,1.71
snick,1.71
ticktock,1.71
inclose,1.709
balkanize,1.707
catechize,1.7
hollo,1.7
hornswoggle,1.7
lour,1.7
betoken,1.693
controvert,1.693
fuddle,1.693
solvate,1.693
limn,1.69
sightsee,1.69
philosophise,1.688
prizefight,1.688
externalise,1.685
vivify,1.683
effuse,1.681
disbar,1.68
overprotect,1.679
desorb,1.678
inspirit,1.674
gazump,1.673
hotfoot,1.67
jubilate,1.67
unhitch,1.668
affiance,1.663
empanel,1.663
prognosticate,1.662
unlace,1.661
whipsaw,1.661
cognize,1.66
overgrow,1.66
underbid,1.66
expectorate,1.658
furbish,1.656
circularize,1.652
sportscast,1.652
internationalise,1.651
pronate,1.646
hybridise,1.644
gasconade,1.64
cadge,1.638
redound,1.636
overexert,1.634
barde,1.633
cranch,1.63
glom,1.63
precess,1.63
unclip,1.63
enfeoff,1.626
reenforce,1.625
ambuscade,1.62
readmit,1.62
snarf,1.62
decolonise,1.619
concretize,1.616
verbalise,1.615
splosh,1.614
endue,1.611
indite,1.611
halloo,1.61
knap,1.61
vesture,1.61
despond,1.602
resorb,1.602
engraft,1.601
unsex,1.601
enthral,1.6
misperceive,1.6
unhorse,1.6
misspeak,1.597
nobble,1.597
rhapsodize,1.593
blench,1.59
schnorr,1.59
sough,1.59
perambulate,1.589
affright,1.587
fricassee,1.58
hypothecate,1.58
retranslate,1.58
predestinate,1.574
coronate,1.573
cogitate,1.571
retroflex,1.571
yawp,1.571
ambulate,1.569
christianise,1.569
relativize,1.568
skirl,1.568
actualise,1.567
dehumidify,1.567
subrogate,1.567
sporulate,1.565
flocculate,1.563
forfend,1.56
solemnise,1.56
descry,1.556
coquet,1.55
countersink,1.55
reinsure,1.549
caparison,1.548
garrotte,1.547
kibitz,1.547
bodypaint,1.542
chaffer,1.542
exorcize,1.542
redeposit,1.542
retie,1.542
pronk,1.54
raddle,1.539
drowse,1.538
envenom,1.535
remould,1.531
uncurl,1.522
bethink,1.52
rejig,1.52
anthropomorphise,1.517
suppurate,1.517
underspend,1.515
glamorise,1.513
bollix,1.511
numerate,1.511
overspread,1.511
unsay,1.511
islamise,1.501
adjure,1.5
garnishee,1.5
decorticate,1.494
catheterize,1.491
defenestrate,1.491
anele,1.49
comfit,1.49
decussate,1.49
mimeo,1.49
silverplate,1.49
upchuck,1.49
confect,1.487
cauterise,1.486
cark,1.48
overbid,1.48
scrag,1.48
circumambulate,1.477
overpraise,1.477
poleaxe,1.477
unclasp,1.476
isomerize,1.474
bromate,1.47
counterpoise,1.47
backcross,1.462
bouse,1.459
demob,1.459
heliograph,1.459
psychoanalyse,1.459
decarbonise,1.458
decarbonize,1.458
roister,1.456
valuate,1.456
prettify,1.453
confute,1.452
chivvy,1.447
factorize,1.447
disarrange,1.441
brail,1.439
gradate,1.439
imbed,1.439
mortice,1.439
spatchcock,1.439
unpin,1.439
abominate,1.438
restitute,1.438
expostulate,1.436
reship,1.43
spume,1.43
maculate,1.428
vivisect,1.428
overstrain,1.427
adumbrate,1.423
horsewhip,1.42
vamoose,1.42
whistlestop,1.42
execrate,1.415
recopy,1.412
detrain,1.41
lionise,1.41
neaten,1.41
palter,1.41
ruddle,1.41
telefax,1.41
resole,1.407
illume,1.4
rabbet,1.4
anatomize,1.396
hiccough,1.394
novate,1.394
uncrate,1.391
bastinado,1.389
blether,1.389
schuss,1.389
shrinkwrap,1.389
joggle,1.386
truckle,1.38
flump,1.378
flambe,1.369
plicate,1.369
repine,1.369
fructify,1.367
overdramatize,1.367
cense,1.36
moil,1.36
aviate,1.35
decrescendo,1.35
negociate,1.35
outfight,1.35
drub,1.34
enlace,1.34
unhand,1.34
extemporize,1.336
chandelle,1.33
decontrol,1.33
enkindle,1.33
palliate,1.33
jounce,1.326
transmigrate,1.326
bestir,1.32
disinter,1.32
gybe,1.32
manumit,1.32
plash,1.31
rubberstamp,1.31
slue,1.31
squinch,1.31
ultracentrifuge,1.31
belabour,1.301
roughcast,1.301
airt,1.29
clabber,1.29
decerebrate,1.29
backstitch,1.281
disport,1.281
mislay,1.281
divaricate,1.27
glissade,1.27
incarnadine,1.27
quadruplicate,1.27
beshrew,1.26
evanesce,1.26
grubstake,1.26
outspan,1.26
outride,1.241
unknot,1.241
weatherstrip,1.241
subserve,1.23
trephine,1.23
clangour,1.22
effervesce,1.22
luminesce,1.22
microcopy,1.22
mizzle,1.22
resile,1.22
tapdance,1.22
avouch,1.21
blandish,1.21
hopple,1.21
indorse,1.21
lollygag,1.21
preponderate,1.21
ruckle,1.21
sizz,1.21
waul,1.21
pother,1.199
clangor,1.19
disinvest,1.19
ideate,1.19
premiss,1.19
readapt,1.19
claxon,1.179
furcate,1.179
outguess,1.17
unstrap,1.17
annunciate,1.161
complot,1.161
expatiate,1.161
smirch,1.161
becloud,1.14
misdeal,1.14
trepan,1.14
twirp,1.14
brattice,1.13
hectograph,1.13
deaccession,1.121
poniard,1.121
reflate,1.121
transship,1.121
garotte,1.111
reprehend,1.111
tinct,1.111
unman,1.111
holystone,1.1
meliorate,1.1
fress,1.09
miaou,1.079
reorientate,1.079
alliterate,1.068
resinate,1.068
roneo,1.068
slabber,1.068
wigwag,1.068
attorn,1.061
dehisce,1.061
namedrop,1.061
outdraw,1.061
unbar,1.061
unloose,1.061
countermarch,1.049
dissimulate,1.049
prink,1.049
micturate,1.041
pettifog,1.041
tenderise,1.041
crispen,1.029
defibrillate,1.029
defog,1.029
eternalize,1.029
indue,1.029
monish,1.029
obtrude,1.029
prehend,1.029
auscultate,1.021
enwrap,1.021
educe,1.009
misapprehend,1.009
outsail,1.009
